customerID,firstVisitDate,secondVisitDate,articleID,section,author,headline,topicKeywords,totalVisits,wordCount,videoCount
3782,2018-03-14 08:59:00 UTC,,SB11704195083378974371404584099754000604392,WSJ_Politics,Reid+J.+Epstein,WSJ_Article_Politics and Policy_Democrat Clings to Razor-Thin Lead in Pennsylvania House Race,campaign 2018|conor lamb|control of congress|election 2018|election too close to call|midterm electi,1,1337.0,1.0
3783,2018-03-13 21:06:30 UTC,,SB11704195083378974371404584099474288368000,WSJ_Politics,Michael+C.+Bender,"WSJ_Article_Politics and Policy_‘Rex, Eat the Salad’: Inside the Awkward Relationship Between Re",donald trump|mike pompeo|rex tillerson|rex tillerson fired|secretary of state|state department|us di,1,1248.0,0.0
3784,2018-03-12 13:20:15 UTC,,SB11210326209662973945104584092013974171076,WSJ_Business,Theo Francis|Vanessa Fuhrmans,"WSJ_Article_Business_Are You Underpaid? In a First, U.S. Firms Reveal How Much They Pay Workers",ceo|ceo to median pay ratio|compensation|darius adamczyk|david jahn|disclosure|dodd frank|employee|g,1,1269.0,0.0
3785,2018-03-12 22:50:08 UTC,,SB12565379802186904822304584097583386483064,WSJ_Opinion,The Editorial Board,WSJ_Article_Review & Outlook (U.S.)_All of Putin’s Poisons,Theresa May|political|general news|national|public security|crime|legal action|armed forces|risk new,1,455.0,0.0
3786,2018-03-16 07:11:03 UTC,,SB10961112392510633702504584103743907171728,WSJ_Opinion,The Editorial Board,WSJ_Article_Review & Outlook (U.S.)_Andrew McCabe and Consequences,dismiss|fire| ig| inspector general| investigation| pension| retire|Andrew McCabe|political|general,1,316.0,0.0
3787,2018-03-13 10:25:11 UTC,,SB10053721253826474326804584099101464018882,WSJ_Politics,Michael C. Bender,WSJ_Article_Politics and Policy_Trump’s Personal Assistant Is Fired,2020 campaign|aide fired|mcentee fired|personal assistant|security issue|trump staff turnover|Donald,1,657.0,0.0
3788,2018-03-18 15:52:40 UTC,,SB10342241267609484717704584101481939436054,WSJ_Business,John Carreyrou,WSJ_Article_Business_SEC Charges Theranos and founder Elizabeth Holmes With Fraud,blood testing| edison| elizabeth holmes| sec| silicon valley| sunny balwani|theranos| unicorns|vc in,1,1710.0,0.0
3789,2018-03-12 17:24:28 UTC,,SB11704195083378974371404584095911369849246,WSJ_Politics,Michael C. Bender,WSJ_Article_Politics and Policy_White House Unveils Proposals on Guns,bump stocks|gun control|guns|national rifle association|nra|republicans|school shootings|shootings|w,1,1192.0,1.0
3790,2018-03-13 18:12:20 UTC,,SB10053721253826474326804584099160047332756,WSJ_Politics,Michael C. Bender|Nancy A. Youssef,WSJ_Article_Politics and Policy_Rex Tillerson Is Out as Secretary of State; Donald Trump Taps Mike P,department|dept|donald|ousted|out|resigns|russ|state|tillerson|trump|Donald Trump|Rex Tillerson|regu,1,1353.0,0.0
3791,2018-03-17 22:15:45 UTC,2018-05-06 00:00:00 UTC,SB11027093093037343542404584107573912000770,WSJ_Politics,Aruna+Viswanatha,"WSJ_Article_Politics and Policy_Andrew McCabe Kept Notes About Conversations With Trump, Gave Them t",campaign|collusion|mccabe firing|mueller probe|russia|political|general news|crime|legal action|poli,3,1138.0,0.0
3792,2018-03-13 21:27:11 UTC,,SB10053721253826474326804584099101464018882,WSJ_Politics,Michael C. Bender|Rebecca Ballhaus,WSJ_Article_Politics and Policy_Trump’s Personal Assistant Is Fired,2020 campaign|aide fired|mcentee fired|personal assistant|security issue|trump staff turnover|Donald,1,657.0,0.0
3793,2018-03-12 02:53:42 UTC,,SB11210326209662973945104584087492498923938,WSJ_Tech,Joanna Stern,"WSJ_Article_Personal Technology: Joanna Stern_Facebook Really Is Spying on You, Just Not Through You",advertisers|advertising|facebook|facebook ads|facebook privacy settings|idfa|instagram|is facebook l,1,1369.0,4.0
3794,2018-03-13 17:08:40 UTC,,SB11704195083378974371404584099474288368000,WSJ_Politics,Michael C. Bender|Felicia Schwartz,"WSJ_Article_Politics and Policy_‘Rex, Eat the Salad’—Inside the Awkward Relationship Between R",donald trump|mike pompeo|rex tillerson|rex tillerson fired|secretary of state|state department|us di,1,1248.0,0.0
3795,2018-03-18 17:32:34 UTC,,SB10064993444797713693304584015331423804364,WSJ_Business,Khadeeja Safdar,WSJ_Article_Business_The Boss of Victoria’s Secret Bets on a Radical Idea: Smartphones Will Fade,leder| lingerie| online shopping|retail| shopping malls| specialty retailer|L Brands|LB|Leslie Wexne,1,2007.0,0.0
3796,2018-03-09 16:08:03 UTC,,SB10863058833601644371104583000294067613334,WSJ_Opinion,Shelby Steele,WSJ_Article_Commentary (U.S.)_The Exhaustion of American Liberalism,morality|political correctness|progressivism|protest|the resistance|trump|white guilt|political|gene,1,1036.0,0.0
3797,2018-03-09 22:42:11 UTC,,SB11210326209662973945104584091642991444798,WSJ_Politics,Rebecca Ballhaus|Peter Nicholas,WSJ_Article_Politics and Policy_Trump Lawyers Seek Deal With Mueller to Speed End of Russia Probe,2016 presidential election|donald trump| interview| lawyers| obstruction of justice| robert mueller|,1,732.0,1.0
3798,2018-03-16 13:53:05 UTC,,SB11027093093037343542404584103544138061978,WSJ_Markets,Elizabeth Winkler,"WSJ_Article_Heard on the Street_In Battle of the Discounters, Dollar General Gains an Edge",dollar general earnings|Dollar General|DG|Dollar Tree|DLTR|FDO|Ross Stores|ROST|Family Dollar|financ,1,400.0,0.0
3799,2018-03-13 10:49:32 UTC,,SB10053721253826474326804584099101464018882,WSJ_Politics,Michael+C.+Bender,WSJ_Article_Politics and Policy_Trump’s Personal Assistant Is Fired,2020 campaign|aide fired|mcentee fired|personal assistant|security issue|trump staff turnover|Donald,1,657.0,0.0
3800,2018-03-18 12:59:12 UTC,,SB10385287216379884548704584101381485725174,WSJ_Opinion,The Editorial Board,WSJ_Article_Review & Outlook (U.S.)_The Trump Tariff Layoffs Begin,Donald Trump|labor|personnel|corporate|industrial news|lay-offs|redundancies|commodity markets|metal,1,573.0,0.0
3801,2018-03-15 13:54:27 UTC,,SB10934841746633634231704581213083058690802,WSJ_Business,John Carreyrou,WSJ_Article_Business_Theranos Has Struggled With Blood Tests,billion dollar club|blood tests|edison|elizabeth holmes|silicon valley|theranos|unicorns|Theranos|Si,1,2766.0,0.0
3802,2018-03-16 05:40:04 UTC,,SB10342241267609484717704584101601805536322,WSJ_Opinion,The Editorial Board,WSJ_Article_Review & Outlook (U.S.)_The GOP’s Internet Tax,internet|kristi noem| nexus| omnibus| quill| sales tax|supreme court|government finance|government b,1,795.0,0.0
3803,2018-03-13 14:16:31 UTC,,SB11704195083378974371404584099474288368000,WSJ_Politics,Michael C. Bender|Felicia Schwartz,"WSJ_Article_Politics and Policy_‘Rex, Eat the Salad’—Inside the Awkward Relationship Between R",donald trump|mike pompeo|rex tillerson|rex tillerson fired|secretary of state|state department|us di,1,1248.0,0.0
3803,2018-03-13 14:14:08 UTC,,SB10053721253826474326804584099101464018882,WSJ_Politics,Michael C. Bender|Rebecca Ballhaus,WSJ_Article_Politics and Policy_Trump’s Personal Assistant Is Fired,2020 campaign|aide fired|mcentee fired|personal assistant|security issue|trump staff turnover|Donald,1,657.0,0.0
3804,2018-03-09 22:05:36 UTC,2018-03-10 00:00:00 UTC,SB11210326209662973945104584091642991444798,WSJ_Politics,Rebecca Ballhaus|Peter Nicholas,WSJ_Article_Politics and Policy_Trump Lawyers Seek Deal With Mueller to Speed End of Russia Probe,2016 presidential election|donald trump| interview| lawyers| obstruction of justice| robert mueller|,6,732.0,1.0
3805,2018-03-12 15:03:04 UTC,,SB10605583215429024627104582312260723778308,WSJ_Life,B. Brett Finlay|Marie-Claire Arrieta,WSJ_Article_The Saturday Essay_Get Your Children Good and Dirty,antibiotics|asthma|bacteria|children|children&#39;s health|chronic disease|gut|gut health|immune sys,1,2196.0,0.0
3806,2018-03-16 08:28:57 UTC,,SB10899520056671904258604584067573048822350,WSJ_Opinion,Phil Gramm,WSJ_Article_Commentary (U.S.)_How to Complete the Escape From ObamaCare,obamacare|political|general news|politics|international relations|domestic politics|commentaries|opi,1,966.0,0.0
3807,2018-03-15 14:37:25 UTC,,SB11027093093037343542404584101860399949656,WSJ_Business,Tim+Higgins,WSJ_Article_Autos_Tesla’s Make-Or-Break Moment Is Fast Approaching,elon musk |tesla|tesla cash burn|tesla debt|tesla model 3|Tesla|TSLA|Advanced Micro Devices|AMD:US:U,1,951.0,0.0
3808,2018-03-15 15:02:07 UTC,,SB12550327182139803995804583616420650991196,WSJ_Life,Ryan Dezember,WSJ_Article_The Saturday Essay_My 10-Year Odyssey Through America’s Housing Crisis,cdo| deepwater horizon| housing crisis| hurricane ivan| leder| mortgage lending| real estate crisis|,1,4700.0,0.0
3809,2018-03-09 05:09:46 UTC,,SB11210326209662973945104584087971195511530,WSJ_Business,Chris Kirkham,WSJ_Article_Business_Two Wynn Resorts Board Members Will Step Down,board of directors|step down|wynn resorts|Wynn Resorts|WYNN|Steve Wynn|corporate crime|legal action|,1,372.0,0.0
3810,2018-03-09 20:04:23 UTC,2018-04-25 00:00:00 UTC,SB11210326209662973945104584091642991444798,WSJ_Politics,Rebecca Ballhaus|Peter Nicholas,WSJ_Article_Politics and Policy_Trump Lawyers Seek Deal With Mueller to Speed End of Russia Probe,2016 presidential election|donald trump| interview| lawyers| obstruction of justice| robert mueller|,3,732.0,1.0
3811,2018-03-15 17:20:51 UTC,,SB11027093093037343542404584101822248659720,WSJ_Business,Paul Ziobro|Lillian Rizzo,WSJ_Article_Business_Toys ‘R’ Us Tells Workers It Will Likely Close All U.S. Stores,bankruptcy|bankruptcynews| jobs| liquidiation|pe restructuring| retail| toys r us|Toys ‘R&#39; Us|,1,942.0,1.0
3812,2018-03-17 17:28:44 UTC,,SB11027093093037343542404584107573912000770,WSJ_Politics,Aruna+Viswanatha,"WSJ_Article_Politics and Policy_Andrew McCabe Kept Notes About Conversations With Trump, Gave Them t",campaign|collusion|mccabe firing|mueller probe|russia|political|general news|crime|legal action|poli,1,1138.0,0.0
3813,2018-03-13 19:48:16 UTC,,SB10053721253826474326804584099101464018882,WSJ_Politics,Michael C. Bender|Rebecca Ballhaus,WSJ_Article_Politics and Policy_Trump’s Personal Assistant Is Fired,2020 campaign|aide fired|mcentee fired|personal assistant|security issue|trump staff turnover|Donald,1,657.0,0.0
3814,2018-03-18 11:45:25 UTC,,SB11947438058495424046604583395290964141014,WSJ_Business,Francesca Fontana,WSJ_Article_Management & Careers_Key Traits for Best Team Leaders,collaborative|collaboraton|management|work|labor|personnel|corporate|industrial news|workplace safet,1,288.0,0.0
3815,2018-03-14 21:19:48 UTC,,SB10342241267609484717704584101481939436054,WSJ_Business,John Carreyrou,WSJ_Article_Business_SEC Charges Theranos and founder Elizabeth Holmes With Fraud,blood testing| edison| elizabeth holmes| sec| silicon valley| sunny balwani|theranos| unicorns|vc in,1,1710.0,0.0
3816,2018-03-13 14:41:49 UTC,,SB12008635076439604245104584089922645684690,WSJ_Life,Ellen Byron,WSJ_Article_Life & Style_20-Somethings Embrace Clean Living,clean living |clean living gen z|clean living millennials|healthful living|healthy life |knitting|lo,1,1356.0,0.0
3817,2018-03-14 17:45:31 UTC,2018-05-23 00:00:00 UTC,SB11027093093037343542404584101822248659720,WSJ_Business,Paul+Ziobro,WSJ_Article_Business_Toys ‘R’ Us Tells Workers It Will Likely Close All U.S. Stores,bankruptcy|bankruptcynews| jobs| liquidiation|pe restructuring| retail| toys r us|Toys ‘R&#39; Us|,7,942.0,1.0
3818,2018-03-16 12:17:53 UTC,,SB11027093093037343542404584105290821213788,WSJ_Politics,Michael+C.+Bender,WSJ_Article_Politics and Policy_Donald Trump and John Kelly Reach Truce,cabinet|chief of staff|firings|john kelly|staff turnover|trump|trump administration|white house|Dona,1,1274.0,0.0
3819,2018-03-14 11:24:19 UTC,,SB11704195083378974371404584099474288368000,WSJ_Politics,Michael C. Bender|Felicia Schwartz,"WSJ_Article_Politics and Policy_‘Rex, Eat the Salad’—Inside the Awkward Relationship Between R",donald trump|mike pompeo|rex tillerson|rex tillerson fired|secretary of state|state department|us di,1,1248.0,0.0
3819,2018-03-14 11:24:04 UTC,,SB11704195083378974371404584099474288368000,WSJ_Politics,Michael C. Bender|Felicia Schwartz,"WSJ_Article_Politics and Policy_‘Rex, Eat the Salad’—Inside the Awkward Relationship Between R",donald trump|mike pompeo|rex tillerson|rex tillerson fired|secretary of state|state department|us di,1,1248.0,0.0
3819,2018-03-14 11:23:46 UTC,,SB11704195083378974371404584099474288368000,WSJ_Politics,Michael C. Bender|Felicia Schwartz,"WSJ_Article_Politics and Policy_‘Rex, Eat the Salad’—Inside the Awkward Relationship Between R",donald trump|mike pompeo|rex tillerson|rex tillerson fired|secretary of state|state department|us di,1,1248.0,0.0
3820,2018-03-16 08:55:21 UTC,,SB11027093093037343542404584103972026867280,WSJ_Business,Sara Germano,"WSJ_Article_Business_Nike Investigates Workplace Complaints, Says No. 2 Executive Resigns",nike executive|nike management|nike review|nike trevor edwards|nike workplace behavior |Nike|NKE|Mar,1,460.0,0.0
3821,2018-03-16 11:56:33 UTC,,SB10296787988538644777504583630183083312940,WSJ_Life,Morten T. Hansen,WSJ_Article_The Saturday Essay_How to Succeed in Business? Do Less,business practices|effectiveness|self-help|social science|success|work|workplace issues|workplace st,1,2412.0,0.0
3822,2018-03-12 10:21:37 UTC,,SB12053437554513283971604584077750626421472,WSJ_Life,Sue Shellenbarger,WSJ_Article_Work & Family_How to Gain Power at Work When You Have None,career advice|charisma|executive coach|first job advice|first jobs|gain power at work|get ahead at w,1,1084.0,0.0
3823,2018-03-13 09:25:19 UTC,,SB10053721253826474326804584099101464018882,WSJ_Politics,Michael C. Bender,WSJ_Article_Politics and Policy_Trump’s Personal Assistant Is Fired,aide fired|mcentee fired|personal assistant|security issue|trump staff turnover|Donald Trump|John Mc,1,657.0,0.0
3824,2018-03-09 17:55:46 UTC,,SB11210326209662973945104584091642991444798,WSJ_Politics,Rebecca Ballhaus|Peter Nicholas,WSJ_Article_Politics and Policy_Trump Lawyers Seek Deal With Mueller to Speed End of Russia Probe,2016 presidential election|donald trump| interview| lawyers| obstruction of justice| robert mueller|,1,732.0,1.0
3825,2018-03-16 17:11:16 UTC,,SB12304530143716374048604583631830537005340,WSJ_Business,Sarah+Nassauer,"WSJ_Article_Business_Wal-Mart Raises Its Minimum Wage, Plans Bonuses After Tax Overhaul",low wage workers|tax reform|u.s. wages|walmart bonus|walmart minimum wage|walmart raises|Wal-Mart St,1,1265.0,1.0
3826,2018-03-09 00:05:57 UTC,,SB11513260795640254558004584085750469425772,WSJ_Life,Nathan+Kuncel,WSJ_Article_The Saturday Essay_The Truth About the SAT and ACT,act|college admissions|college applications|sat|sats|standarized tests|testing|political|general new,1,2246.0,0.0
3827,2018-03-12 13:53:31 UTC,,SB11210326209662973945104584093530025809224,WSJ_Tech,Christopher Mims,"WSJ_Article_Keywords_Why Blockchain Will Survive, Even If Bitcoin Doesn’t",applications|bitcoin|blockchain|crypto|cryptocurrencies|cryptocurrency|diamonds|ico|initial coin off,1,1067.0,1.0
3828,2018-03-17 11:02:10 UTC,,SB10385287216379884548704584103550590225412,WSJ_Opinion,The Editorial Board,WSJ_Article_Review & Outlook (U.S.)_The Art of a Banking Compromise,regulation|government policy|corporate|industrial news|political|general news|politics|international,1,665.0,0.0
3829,2018-03-18 10:52:41 UTC,,SB11704195083378974371404584097403724108802,WSJ_Business,Khadeeja Safdar,"WSJ_Article_Business_How Your Returns Are Used Against You at Best Buy, Other Retailers",best buy|best buy returns|return fraud|returning merchandise|returns|store returns|the retail equati,1,1044.0,1.0
3830,2018-03-13 18:19:00 UTC,,SB11704195083378974371404584099474288368000,WSJ_Politics,Michael+C.+Bender,"WSJ_Article_Politics and Policy_‘Rex, Eat the Salad’: Inside the Awkward Relationship Between Re",donald trump|mike pompeo|rex tillerson|rex tillerson fired|secretary of state|state department|us di,1,1248.0,0.0
3831,2018-03-12 15:28:07 UTC,,SB11704195083378974371404584097643333419408,WSJ_Politics,Michael C. Bender|Nick Timiraos,WSJ_Article_Politics and Policy_Lawrence Kudlow Being Considered for Top White House Economic Post,donald trump|gary cohn|larry kudlow|lawrence kudlow|national economic council|national economic coun,1,758.0,0.0
3832,2018-03-18 21:40:40 UTC,,SB10053721253826474326804584099813556152106,WSJ_Life,Rebecca Newberger Goldstein,WSJ_Article_The Saturday Essay_Truth Isn’t the Problem—We Are,allegiance| kellyanne conway| philosophy| politics| post-truth| trump|truth| u.s. policy|political|g,1,2191.0,0.0
3833,2018-03-11 19:26:33 UTC,,SB12550327182139803995804583616420650991196,WSJ_Life,Ryan Dezember,WSJ_Article_The Saturday Essay_My 10-Year Odyssey Through America’s Housing Crisis,cdo| deepwater horizon| housing crisis| hurricane ivan| leder| mortgage lending| real estate crisis|,1,4700.0,0.0
3834,2018-03-13 13:29:59 UTC,,SB11704195083378974371404584097403724108802,WSJ_Business,Khadeeja Safdar,"WSJ_Article_Business_How Your Returns Are Used Against You at Best Buy, Other Retailers",best buy|best buy returns|return fraud|returning merchandise|returns|store returns|the retail equati,1,1044.0,1.0
3835,2018-03-15 20:26:39 UTC,,SB11027093093037343542404584103393567942548,WSJ_Politics,Aruna Viswanatha,WSJ_Article_Politics and Policy_Author Alleges China Used Business Deals to Influence Families of Mi,beijing|book|china|congress|influence|joe biden|mitch mcconnell|schweizer|senate|FBI|the Clinton Fou,1,1035.0,0.0
3835,2018-03-15 20:20:15 UTC,,SB10342241267609484717704584103631954506304,WSJ_Politics,Rebecca Ballhaus,WSJ_Article_Politics and Policy_Special Counsel Robert Mueller Has Subpoenaed Trump Organization in,collusion|donald|investigation|mueller|organization|probe|robert|russia|subpeona|subpeonas|trump|Tru,1,495.0,1.0
3836,2018-03-15 22:53:03 UTC,2018-03-16 00:00:00 UTC,SB10342241267609484717704584101601805536322,WSJ_Opinion,The Editorial Board,WSJ_Article_Review & Outlook (U.S.)_The GOP’s Internet Tax,internet|kristi noem| nexus| omnibus| quill| sales tax|supreme court|government finance|government b,2,795.0,0.0
3837,2018-03-13 08:59:23 UTC,,SB11704195083378974371404584098173153862700,WSJ_Markets,Elizabeth Winkler,WSJ_Article_Heard on the Street_Stitch Fix Stays in Fashion,clients|earnings|growth rate|retail|shopping|stitch fix|Amazon.com|AMZN|Stitch Fix Cl A|SFIX|Blue Ap,1,,
3838,2018-03-10 00:10:58 UTC,,SB11788304715175773311104584091284002403704,WSJ_Opinion,The+Editorial+Board,WSJ_Article_Review &amp; Outlook (U.S.)_The Trump-Kim Summit,Kim Jong Un|Donald Trump|political|general news|international relations|politics|commentaries|opinio,1,730.0,0.0
3838,2018-03-10 00:11:25 UTC,,SB11210326209662973945104584091642991444798,WSJ_Politics,Rebecca+Ballhaus,WSJ_Article_Politics and Policy_Trump Lawyers Seek Deal With Mueller to Speed End of Russia Probe,2016 presidential election|donald trump| interview| lawyers| obstruction of justice| robert mueller|,1,732.0,1.0
3839,2018-03-16 19:00:50 UTC,,SB11027093093037343542404584105290821213788,WSJ_Politics,Michael C. Bender|Rebecca Ballhaus,WSJ_Article_Politics and Policy_Donald Trump and John Kelly Reach Temporary Truce,cabinet|chief of staff|firings|john kelly|staff turnover|trump|trump administration|white house|Dona,1,1274.0,0.0
3840,2018-03-14 14:47:06 UTC,,SB10535948401449984779704580522903921293976,WSJ_Tech,Keach Hagey|Shalini Ramachandran|Daisuke Wakabayashi,WSJ_Article_Technology_Apple in Talks to Launch Online TV Service,apple bundle|apple networks|apple online tv|apple streaming|apple tv|Apple|AAPL|CBS|Comcast|CMCSA|21,1,812.0,1.0
3841,2018-03-13 10:25:27 UTC,2018-07-24 00:00:00 UTC,SB10053721253826474326804584099101464018882,WSJ_Politics,Michael C. Bender,WSJ_Article_Politics and Policy_Trump’s Personal Assistant Is Fired,2020 campaign|aide fired|mcentee fired|personal assistant|security issue|trump staff turnover|Donald,3,657.0,0.0
3842,2018-03-09 23:45:52 UTC,,SB12550327182139803995804583616420650991196,WSJ_Life,Ryan Dezember,WSJ_Article_The Saturday Essay_My 10-Year Odyssey Through America’s Housing Crisis,cdo| deepwater horizon| housing crisis| hurricane ivan| leder| mortgage lending| real estate crisis|,1,4700.0,0.0
3843,2018-03-13 17:29:24 UTC,,SB10053721253826474326804584099101464018882,WSJ_Politics,Michael C. Bender|Rebecca Ballhaus,WSJ_Article_Politics and Policy_Trump’s Personal Assistant Is Fired,2020 campaign|aide fired|mcentee fired|personal assistant|security issue|trump staff turnover|Donald,1,657.0,0.0
3844,2018-03-13 17:47:06 UTC,2018-04-06 00:00:00 UTC,SB11704195083378974371404584097403724108802,WSJ_Business,Khadeeja+Safdar,"WSJ_Article_Business_How Your Returns Are Used Against You at Best Buy, Other Retailers",best buy|best buy returns|return fraud|returning merchandise|returns|store returns|the retail equati,2,1044.0,1.0
3844,2018-03-13 17:46:31 UTC,2018-04-06 00:00:00 UTC,SB11704195083378974371404584097403724108802,WSJ_Business,Khadeeja+Safdar,"WSJ_Article_Business_How Your Returns Are Used Against You at Best Buy, Other Retailers",best buy|best buy returns|return fraud|returning merchandise|returns|store returns|the retail equati,2,1044.0,1.0
3845,2018-03-14 21:58:33 UTC,,SB11027093093037343542404584101932727958824,WSJ_Politics,Michael Rothfeld|Joe Palazzolo,WSJ_Article_Politics and Policy_Top Trump Company Lawyer Worked to Silence Stormy Daniels,donald trump|michael cohen| nda| nondisclosure agreement|stephanie clifford |stormy daniels|trump la,1,1061.0,0.0
3846,2018-03-14 13:58:44 UTC,,SB10385287216379884548704584101292956082678,WSJ_Opinion,James Freeman,"WSJ_Article_Best of the Web Today_Farrakhan, the Women’s March and the Walkout",political|general news|politics|international relations|domestic politics|commentaries|opinions,1,877.0,0.0
3847,2018-03-09 23:06:50 UTC,,SB11210326209662973945104584091642991444798,WSJ_Politics,Rebecca Ballhaus|Peter Nicholas,WSJ_Article_Politics and Policy_Trump Lawyers Seek Deal With Mueller to Speed End of Russia Probe,2016 presidential election|donald trump| interview| lawyers| obstruction of justice| robert mueller|,1,732.0,1.0
3848,2018-03-18 15:29:09 UTC,,SB10385287216379884548704584101381485725174,WSJ_Opinion,The Editorial Board,WSJ_Article_Review & Outlook (U.S.)_The Trump Tariff Layoffs Begin,Donald Trump|labor|personnel|corporate|industrial news|lay-offs|redundancies|commodity markets|metal,1,573.0,0.0
3849,2018-03-09 18:46:32 UTC,,SB11210326209662973945104584091642991444798,WSJ_Politics,Rebecca Ballhaus|Peter Nicholas,WSJ_Article_Politics and Policy_Trump Lawyers Seek Deal With Mueller to Speed End of Russia Probe,2016 presidential election|donald trump| interview| lawyers| obstruction of justice| robert mueller|,1,732.0,1.0
3850,2018-03-14 12:36:59 UTC,,SB10961112392510633702504584101373059678340,WSJ_Politics,Kristina Peterson,WSJ_Article_Politics and Policy_Sen. Rand Paul to Oppose Trump’s Nominations for State and CIA,cia|confirmation hearing|congress|republicans|senate|state department|white house|political|general,1,904.0,0.0
3851,2018-03-12 12:25:11 UTC,,SB11036690420787774666004584057421430910500,WSJ_Business,Anna Wilde Mathews|Christopher Weaver,WSJ_Article_Health_Insurers Game Medicare System to Boost Federal Bonus Payments,aetna|affordable care act|crosswalk|crosswalking|humana|leder|medicare|medicare advantage|medicare c,1,1669.0,1.0
3852,2018-03-17 11:32:07 UTC,,SB10053721253826474326804584099731075044054,WSJ_Opinion,The Editorial Board,WSJ_Article_Review & Outlook (U.S.)_Hillary Clinton Leans Out,2016| deplorable|election| electoral college| explain| loss| what happened|Hillary Clinton|Donald Tr,1,258.0,0.0
3853,2018-03-13 18:26:13 UTC,,SB11704195083378974371404584099474288368000,WSJ_Politics,Michael+C.+Bender,"WSJ_Article_Politics and Policy_‘Rex, Eat the Salad’: Inside the Awkward Relationship Between Re",donald trump|mike pompeo|rex tillerson|rex tillerson fired|secretary of state|state department|us di,1,1248.0,0.0
3853,2018-03-13 18:07:37 UTC,,SB10053721253826474326804584099101464018882,WSJ_Politics,Michael C. Bender|Rebecca Ballhaus,WSJ_Article_Politics and Policy_Trump’s Personal Assistant Is Fired,2020 campaign|aide fired|mcentee fired|personal assistant|security issue|trump staff turnover|Donald,1,657.0,0.0
3854,2018-03-09 13:01:54 UTC,,SB10098407262506933407404582301553782605314,WSJ_Business,Rachel Feintzeig,WSJ_Article_Management & Careers_No Meetings Allowed: It’s ‘Thinking Thursday’,Merges%2C%20Julie|political|general news|career planning|general labor issues,1,,
3855,2018-03-16 16:49:42 UTC,,SB12550327182139803995804583616420650991196,WSJ_Life,Ryan Dezember,WSJ_Article_The Saturday Essay_My 10-Year Odyssey Through America’s Housing Crisis,cdo| deepwater horizon| housing crisis| hurricane ivan| leder| mortgage lending| real estate crisis|,1,4700.0,0.0
3856,2018-03-13 12:49:28 UTC,2018-03-26 00:00:00 UTC,SB10053721253826474326804584099101464018882,WSJ_Politics,Michael C. Bender,WSJ_Article_Politics and Policy_Trump’s Personal Assistant Is Fired,2020 campaign|aide fired|mcentee fired|personal assistant|security issue|trump staff turnover|Donald,2,657.0,0.0
3857,2018-03-17 22:52:43 UTC,,SB11027093093037343542404584107573912000770,WSJ_Politics,Aruna Viswanatha|Rebecca Ballhaus|Del Quentin Wilber,"WSJ_Article_Politics and Policy_Trump Lawyer, Citing McCabe’s Firing,  Calls for End to Mueller Pr",campaign|collusion|mccabe firing|mueller probe|russia|political|general news|crime|legal action|poli,1,1138.0,0.0
3857,2018-03-17 22:53:11 UTC,,SB10342241267609484717704584105993740798868,WSJ_Politics,Aruna Viswanatha,"WSJ_Article_Politics and Policy_Attorney General Fires Ex-FBI Deputy Director Andrew McCabe, Who Was",fbi|mccabe| trump administration|Dr. Jill McCabe|Donald Trump|Andrew McCabe|political|general news|p,1,1085.0,0.0
3858,2018-03-13 15:30:46 UTC,,SB11704195083378974371404584099474288368000,WSJ_Politics,Michael+C.+Bender,"WSJ_Article_Politics and Policy_‘Rex, Eat the Salad’: Inside the Awkward Relationship Between Re",donald trump|mike pompeo|rex tillerson|rex tillerson fired|secretary of state|state department|us di,1,1248.0,0.0
3859,2018-03-13 13:02:07 UTC,,SB10053721253826474326804584099101464018882,WSJ_Politics,Michael C. Bender,WSJ_Article_Politics and Policy_Trump’s Personal Assistant Is Fired,2020 campaign|aide fired|mcentee fired|personal assistant|security issue|trump staff turnover|Donald,1,657.0,0.0
3860,2018-03-14 21:45:12 UTC,,SB11027093093037343542404584101932727958824,WSJ_Politics,Michael Rothfeld|Joe Palazzolo,WSJ_Article_Politics and Policy_Top Trump Company Lawyer Worked to Silence Stormy Daniels,donald trump|michael cohen| nda| nondisclosure agreement|stephanie clifford |stormy daniels|trump la,1,1061.0,0.0
3861,2018-03-09 21:16:24 UTC,,SB11210326209662973945104584091642991444798,WSJ_Politics,Rebecca Ballhaus|Peter Nicholas,WSJ_Article_Politics and Policy_Trump Lawyers Seek Deal With Mueller to Speed End of Russia Probe,2016 presidential election|donald trump| interview| lawyers| obstruction of justice| robert mueller|,1,732.0,1.0
3862,2018-03-16 09:43:59 UTC,,SB11027093093037343542404584103493641757098,WSJ_Markets,Michael Rapoport,WSJ_Article_Markets Main_PwC Has an Answer for the Blockchain: Audit It,accounting| auditor|big four| bitcoin| blockchain| cryptocurrencies| financial transactions| pricewa,1,416.0,1.0
3862,2018-03-16 09:44:38 UTC,,SB11027093093037343542404584103493641757098,WSJ_Markets,Michael Rapoport,WSJ_Article_Markets Main_PwC Has an Answer for the Blockchain: Audit It,accounting| auditor|big four| bitcoin| blockchain| cryptocurrencies| financial transactions| pricewa,1,416.0,1.0
